tract,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""06065040702""","""Riverside-San Bernardino-Ontario, CA""",2.00,2722.00,905.00,770.73,56,69,59,32,40,35,24,29,24,7.73,9.15,2.22,2,2,22070,21873,20581,1,1,1,19419,19040,18088,13596,13268,12661,5803,5752,5412,20,21,16,19,19,15,2.9,1.6,1.17,20492,94,28560,48,33,2168,2322,1893,72,28
"""06065040703""","""Riverside-San Bernardino-Ontario, CA""",2.00,2755.00,920.00,1043.75,63,78,66,39,49,42,24,30,24,7.96,7.79,2.25,2,2,22253,22056,20764,1,1,1,19624,19245,18295,13759,13431,12824,5851,5799,5460,14,14,11,12,12,10,2.5,2.0,0.88,19816,96,26402,47,48,2625,2823,1946,77,23
"""06065040806""","""Riverside-San Bernardino-Ontario, CA""",2.00,2566.00,843.00,668.14,68,85,72,43,54,47,25,31,25,8.14,11.02,2.30,2,2,23298,23101,21809,0,0,0,20224,19844,18897,14095,13767,13160,6126,6074,5735,3,3,3,2,2,2,3.1,0.9,1.26,19285,97,31987,49,25,2924,2921,2914,88,12
"""06065040807""","""Riverside-San Bernardino-Ontario, CA""",2.00,3437.00,961.00,495.67,64,80,68,40,50,43,25,30,25,8.58,19.37,2.27,2,2,22864,22667,21375,0,0,0,19936,19556,18609,13920,13592,12985,6012,5960,5620,3,4,3,2,2,2,3.4,1.0,1.94,21006,100,35102,49,17,2678,2846,1899,87,13
"""06065040808""","""Riverside-San Bernardino-Ontario, CA""",4.00,7574.00,2234.00,429.16,52,65,54,32,40,34,20,25,20,6.72,69.04,1.89,2,2,18688,18491,17199,2,2,2,16501,16122,15171,11570,11242,10635,4914,4862,4522,17,18,14,11,11,9,5.0,1.6,5.21,23229,49,39977,48,8,2148,2646,1750,38,62
"""06065040809""","""Riverside-San Bernardino-Ontario, CA""",2.00,3464.00,1007.00,564.65,58,71,60,35,44,38,23,28,23,7.48,13.35,2.12,2,2,20137,19940,18648,2,2,2,18287,17908,16957,12975,12647,12040,5295,5243,4903,18,18,14,11,11,9,4.8,2.0,1.78,24523,80,42961,47,19,2368,2323,2305,72,28
"""06065040812""","""Riverside-San Bernardino-Ontario, CA""",2.00,4098.00,1123.00,847.01,56,69,59,32,40,35,24,29,24,8.12,11.45,2.23,2,2,21817,21620,20328,1,1,1,19423,19044,18091,13659,13331,12724,5737,5685,5345,27,28,22,26,26,20,3.1,1.8,1.33,20613,94,31782,48,25,2164,2287,1660,79,21
"""06065040813""","""Riverside-San Bernardino-Ontario, CA""",3.00,5460.00,1713.00,3172.22,74,91,78,48,60,52,25,31,25,6.00,3.57,2.35,2,2,22827,22630,21338,1,1,1,20378,19999,19051,14369,14041,13434,6002,5951,5611,8,8,6,5,5,4,1.8,1.7,0.54,21854,99,31250,47,85,3268,3398,1760,92,8
"""06065040814""","""Riverside-San Bernardino-Ontario, CA""",3.00,5016.00,1530.00,268.94,54,67,57,35,43,37,20,24,20,6.61,60.46,1.84,2,2,18032,17835,16542,2,3,2,16046,15667,14714,11278,10950,10343,4741,4690,4350,26,27,21,16,17,13,5.9,1.5,5.69,25779,38,34527,46,8,2338,2435,2256,40,60
"""06065040815""","""Riverside-San Bernardino-Ontario, CA""",2.00,3919.00,1252.00,310.01,56,69,59,35,44,38,21,26,21,6.96,28.44,1.98,2,2,18885,18688,17396,2,2,2,17117,16738,15786,12130,11802,11195,4966,4914,4574,21,22,17,13,14,11,6.4,1.7,4.04,26137,63,35309,46,13,2355,2439,2257,53,47
"""06065040816""","""Riverside-San Bernardino-Ontario, CA""",1.00,2602.00,896.00,392.58,61,76,64,39,49,42,22,27,22,6.65,15.18,2.05,2,2,19678,19481,18189,1,1,1,17707,17327,16378,12521,12193,11586,5174,5122,4783,12,12,9,7,8,6,5.4,1.1,2.28,24369,61,32266,47,28,2661,2952,2250,58,42
"""06065040821""","""Riverside-San Bernardino-Ontario, CA""",4.00,5773.00,1915.00,428.36,53,66,56,33,42,36,20,25,20,6.29,41.76,1.87,2,2,18327,18130,16838,2,2,2,16268,15889,14937,11426,11098,10491,4819,4767,4428,23,23,18,14,15,11,6.0,1.5,4.47,25475,39,36179,47,15,2249,1731,2236,38,62
"""06065040901""","""Riverside-San Bernardino-Ontario, CA""",4.00,8276.00,2329.00,513.05,52,64,54,31,39,34,20,25,20,6.50,30.33,1.91,2,2,17660,17463,16171,3,3,3,16413,16035,15072,11697,11369,10762,4644,4592,4252,73,75,58,65,67,52,6.2,3.3,4.54,27535,53,36671,43,23,2121,1200,2224,45,55
"""06065040902""","""Riverside-San Bernardino-Ontario, CA""",3.00,5191.00,1706.00,1893.25,57,71,60,34,43,37,23,28,23,6.55,10.53,2.12,2,2,19996,19799,18507,2,2,2,18265,17886,16930,12967,12639,12032,5258,5206,4866,40,41,32,36,37,29,2.8,2.1,0.90,24866,69,31873,45,43,2327,2483,1854,75,25
"""06065040903""","""Riverside-San Bernardino-Ontario, CA""",2.00,2956.00,838.00,211.28,47,58,49,25,32,27,21,26,21,6.65,26.38,2.00,2,2,18829,18632,17340,2,2,2,17238,16860,15903,12242,11914,11307,4951,4899,4559,46,47,36,41,42,33,6.0,2.6,3.97,25307,75,30735,45,9,1719,1793,1804,56,44
"""06065040904""","""Riverside-San Bernardino-Ontario, CA""",2.00,3902.00,902.00,309.37,55,68,57,32,41,35,22,27,22,7.56,22.18,2.09,2,2,19568,19371,18079,2,2,2,18020,17641,16683,12823,12495,11888,5145,5093,4754,51,52,41,46,47,36,4.1,2.5,2.92,24212,95,28342,44,15,2195,2198,2204,65,35
"""06065041001""","""Riverside-San Bernardino-Ontario, CA""",2.00,2774.00,755.00,121.20,49,60,51,28,35,30,21,25,20,6.38,42.09,1.93,2,2,18448,18251,16959,2,3,2,16709,16331,15371,11801,11473,10867,4851,4799,4459,57,58,45,50,52,40,6.1,1.8,6.23,25152,57,32977,46,9,1892,1992,1829,41,59
"""06065041002""","""Riverside-San Bernardino-Ontario, CA""",2.00,3241.00,755.00,252.64,51,63,53,29,36,31,23,28,23,7.71,23.28,2.12,2,2,19951,19754,18461,2,2,2,18244,17865,16909,12957,12629,12022,5246,5194,4854,41,42,33,36,38,29,4.5,1.9,2.99,24244,87,30183,46,14,1932,1870,2103,71,29
"""06065041003""","""Riverside-San Bernardino-Ontario, CA""",1.00,2653.00,703.00,456.55,51,63,53,28,35,30,23,28,23,7.70,11.86,2.16,2,2,20345,20148,18855,2,2,2,18591,18212,17255,13197,12869,12262,5350,5298,4958,44,46,35,40,41,32,3.1,2.3,1.54,22782,91,26721,45,33,1901,2080,1482,70,30
"""06065041004""","""Riverside-San Bernardino-Ontario, CA""",3.00,4208.00,1308.00,2443.36,50,62,52,28,35,30,22,27,22,7.05,13.61,2.05,2,2,20037,19840,18548,2,2,2,17871,17492,16536,12563,12235,11628,5269,5217,4877,39,40,31,34,35,27,2.5,1.7,0.54,23264,60,31551,47,75,1880,1675,1915,48,52
"""06065041101""","""Riverside-San Bernardino-Ontario, CA""",3.00,5489.00,1153.00,390.04,40,49,41,20,26,22,19,23,19,6.43,20.42,1.80,2,2,17088,16891,15598,3,3,3,15561,15184,14220,10995,10667,10060,4493,4441,4102,73,75,58,65,67,52,7.1,2.6,2.96,27097,32,34100,45,20,1383,538,1446,13,87
"""06065041102""","""Riverside-San Bernardino-Ontario, CA""",2.00,4657.00,1102.00,607.47,55,69,58,33,41,35,23,28,23,7.90,14.54,2.16,2,2,20040,19843,18551,2,2,2,18545,18166,17209,13227,12899,12293,5269,5218,4878,48,49,38,43,44,34,3.8,2.6,1.81,24228,90,27925,44,23,2203,2286,1897,78,22
"""06065041201""","""Riverside-San Bernardino-Ontario, CA""",2.00,3765.00,1047.00,638.68,47,59,49,26,33,28,21,26,21,6.23,10.38,2.04,2,2,17993,17796,16504,3,3,3,17300,16922,15960,12499,12171,11564,4731,4679,4340,70,72,56,62,64,50,5.5,4.6,1.64,28251,68,41155,42,24,1758,1767,967,67,33
"""06065041202""","""Riverside-San Bernardino-Ontario, CA""",3.00,5036.00,1145.00,307.59,51,63,53,29,37,32,22,26,21,7.17,29.14,2.05,2,2,18334,18137,16845,2,2,2,17443,17065,16106,12567,12239,11632,4821,4769,4429,55,57,44,49,51,39,5.3,3.6,3.72,27584,93,35501,43,8,1979,2080,1753,67,33
"""06065041203""","""Riverside-San Bernardino-Ontario, CA""",2.00,3638.00,984.00,212.42,45,56,47,25,31,27,21,25,20,6.51,31.72,1.95,2,2,17543,17346,16054,3,3,3,16655,16277,15313,11967,11639,11032,4613,4561,4221,75,77,60,67,69,54,6.0,4.3,4.63,28282,62,40156,43,18,1683,1658,1759,55,45
"""06065041301""","""Riverside-San Bernardino-Ontario, CA""",2.00,3834.00,854.00,524.43,49,60,51,27,34,29,22,27,22,7.35,12.18,2.06,2,2,18758,18561,17269,2,2,2,17573,17194,16236,12589,12260,11654,4932,4880,4541,52,53,41,46,48,37,4.4,3.2,1.63,26694,74,31600,44,29,1823,1856,1829,60,40
"""06065041302""","""Riverside-San Bernardino-Ontario, CA""",2.00,4347.00,909.00,367.17,42,52,44,22,28,24,20,25,20,7.07,19.37,1.93,2,2,17228,17031,15739,3,3,3,16423,16045,15082,11823,11495,10888,4530,4478,4139,70,72,56,62,64,50,5.5,4.0,2.48,27792,72,36703,43,12,1494,660,1841,39,61
"""06065041403""","""Riverside-San Bernardino-Ontario, CA""",2.00,4501.00,1447.00,564.76,52,64,54,31,39,33,21,26,21,6.35,17.10,1.99,2,2,18192,17995,16703,5,5,4,17055,16679,15708,12167,11839,11232,4783,4732,4392,105,109,84,94,97,75,4.8,4.1,2.56,24304,72,37234,43,17,2085,2189,1822,65,35
"""06065041404""","""Riverside-San Bernardino-Ontario, CA""",2.00,3775.00,893.00,336.72,54,66,56,31,39,34,22,27,22,7.91,21.34,2.11,2,2,19731,19534,18242,3,3,3,18186,17808,16846,12932,12604,11997,5188,5136,4797,67,69,53,59,61,47,4.1,4.0,2.65,24298,100,34838,43,14,2100,2079,2096,83,17
"""06065041405""","""Riverside-San Bernardino-Ontario, CA""",2.00,5542.00,1432.00,440.66,43,53,44,21,27,23,21,26,21,7.14,24.12,1.99,2,2,18807,18610,17318,3,3,2,17206,16828,15868,12201,11873,11266,4945,4894,4554,60,62,48,54,55,43,6.8,2.7,3.25,24816,55,35747,45,10,1440,1304,1789,71,29
"""06065041406""","""Riverside-San Bernardino-Ontario, CA""",3.00,6422.00,1903.00,464.56,51,63,53,32,40,34,20,24,19,6.08,33.30,1.84,2,2,17237,17040,15748,5,5,4,15876,15499,14529,11239,10911,10304,4532,4481,4141,105,108,84,94,96,75,5.6,3.4,4.10,27655,46,39108,44,19,2137,2497,2170,34,66
"""06065041407""","""Riverside-San Bernardino-Ontario, CA""",3.00,6080.00,1692.00,399.01,46,57,48,27,34,29,19,23,19,5.94,26.12,1.80,2,2,16215,16018,14725,6,7,6,15455,15079,14099,11045,10717,10110,4264,4212,3872,146,150,117,131,134,105,7.3,4.9,4.24,28146,40,43862,42,17,1818,2158,1580,39,61
"""06065041408""","""Riverside-San Bernardino-Ontario, CA""",2.00,4412.00,1380.00,351.50,46,57,48,28,35,30,18,22,18,5.92,27.71,1.72,2,2,16100,15903,14611,8,8,8,14936,14562,13572,10514,10186,9579,4234,4182,3842,188,194,151,168,173,135,7.2,4.7,3.93,26711,25,42628,42,19,1890,1690,1863,27,73
"""06065041410""","""Riverside-San Bernardino-Ontario, CA""",2.00,3044.00,672.00,482.81,45,56,47,23,29,25,22,27,22,7.57,16.62,2.06,2,2,19477,19280,17987,2,2,2,17729,17350,16398,12586,12258,11651,5121,5069,4730,21,22,17,13,14,11,4.3,1.9,1.39,23875,82,38413,46,20,1565,1712,1398,53,47
"""06065041411""","""Riverside-San Bernardino-Ontario, CA""",2.00,3013.00,756.00,218.30,52,65,55,30,37,32,22,27,22,7.44,25.71,2.11,2,2,19992,19795,18503,2,2,2,18180,17801,16849,12899,12571,11964,5257,5205,4865,24,25,19,15,15,12,6.1,1.6,3.46,22921,68,34064,46,11,2014,2045,1728,83,17
"""06065041412""","""Riverside-San Bernardino-Ontario, CA""",2.00,5578.00,1582.00,532.15,52,65,55,30,38,33,22,27,22,6.98,21.00,2.07,2,2,19481,19284,17992,2,2,2,17801,17422,16469,12654,12326,11719,5122,5071,4731,25,25,20,15,16,12,7.0,1.7,2.97,24756,58,34028,46,9,2056,2158,1227,82,18
"""06065041413""","""Riverside-San Bernardino-Ontario, CA""",3.00,5861.00,1749.00,1518.17,74,92,78,50,62,54,24,30,25,8.33,9.92,2.26,2,2,22379,22182,20890,0,0,0,19743,19363,18416,13854,13526,12919,5884,5833,5493,5,5,4,3,3,2,2.7,2.6,1.15,16713,97,20636,45,33,3352,3589,1317,90,10
"""06065041414""","""Riverside-San Bernardino-Ontario, CA""",2.00,3928.00,1345.00,1374.95,65,81,68,40,50,43,25,30,25,7.83,7.65,2.31,2,2,22658,22461,21169,0,0,0,20094,19714,18766,14131,13803,13196,5958,5906,5566,5,5,4,3,3,2,1.8,2.7,0.98,19231,98,24728,45,84,2710,2967,,91,9
"""06065041415""","""Riverside-San Bernardino-Ontario, CA""",3.00,4450.00,1189.00,7527.53,64,79,67,42,52,45,25,31,25,7.76,6.32,2.33,2,2,22972,22775,21483,1,1,0,20298,19918,18970,14252,13924,13317,6040,5989,5649,5,5,4,3,3,3,2.8,2.1,0.16,17370,90,24524,46,112,2824,2968,,93,7
"""06065041500""","""Riverside-San Bernardino-Ontario, CA""",2.00,3406.00,1174.00,3469.63,53,65,55,33,42,36,19,24,19,5.93,8.07,1.78,2,2,17950,17753,16461,4,4,4,15684,15305,14349,10922,10594,9987,4720,4668,4328,42,43,33,26,27,21,6.2,1.5,0.34,24139,19,43139,48,31,2255,2288,2113,16,84
"""06065041601""","""Riverside-San Bernardino-Ontario, CA""",2.00,2308.00,774.00,205.03,45,56,47,26,32,28,19,23,19,5.71,21.70,1.79,2,2,16762,16565,15272,5,5,5,15404,15026,14068,10946,10618,10011,4407,4356,4016,51,53,41,32,33,26,7.9,2.4,3.78,27643,51,45057,46,4,1749,2453,1444,31,69
"""06065041602""","""Riverside-San Bernardino-Ontario, CA""",2.00,3853.00,1061.00,605.12,42,52,43,23,29,25,19,23,19,6.64,11.86,1.76,2,2,17045,16848,15555,5,5,5,15280,14902,13944,10748,10420,9813,4482,4430,4090,51,52,41,32,33,25,7.6,1.9,1.75,25580,35,46358,46,11,1559,1435,1562,14,86
"""06065041702""","""Riverside-San Bernardino-Ontario, CA""",3.00,5138.00,1276.00,376.02,57,70,59,34,43,37,22,27,22,7.31,25.77,2.14,2,2,19459,19262,17970,1,1,1,18204,17825,16875,13072,12744,12137,5117,5065,4725,15,16,12,10,10,8,5.1,3.0,3.39,28408,96,37771,45,9,2302,2428,1016,82,18
"""06065041703""","""Riverside-San Bernardino-Ontario, CA""",3.00,6291.00,1648.00,241.56,43,53,45,24,30,26,19,23,19,6.47,47.67,1.73,2,2,17714,17517,16225,3,3,3,15307,14928,13974,10615,10287,9680,4658,4606,4266,35,36,28,22,22,17,8.2,1.5,6.82,26295,7,37482,47,16,1624,1413,1617,23,77
"""06065041704""","""Riverside-San Bernardino-Ontario, CA""",2.00,3531.00,831.00,226.27,38,47,39,18,23,20,20,24,19,6.50,26.65,1.84,2,2,17477,17280,15988,4,4,4,15872,15494,14538,11236,10908,10301,4595,4544,4204,41,42,33,25,26,20,7.4,2.1,3.67,27372,51,41107,46,9,1248,1508,1149,28,72
"""06065041803""","""Riverside-San Bernardino-Ontario, CA""",3.00,5909.00,1658.00,819.51,71,88,75,48,60,51,24,29,24,7.78,19.87,2.21,2,2,21256,21059,19767,1,1,1,19115,18735,17786,13515,13187,12581,5589,5537,5198,10,11,8,6,7,5,3.2,2.6,2.02,21361,98,22547,45,19,3219,3177,2664,88,12
"""06065041804""","""Riverside-San Bernardino-Ontario, CA""",2.00,4648.00,1299.00,590.22,67,83,70,43,54,47,23,29,24,8.27,18.97,2.20,2,2,21273,21076,19784,1,1,1,19041,18661,17713,13440,13112,12505,5594,5542,5202,7,7,6,4,5,3,3.7,2.8,2.20,22915,96,23361,45,19,2917,3034,1980,85,15
"""06065041805""","""Riverside-San Bernardino-Ontario, CA""",3.00,5840.00,1800.00,410.16,54,66,56,33,41,35,21,26,21,6.59,36.63,1.96,2,2,18547,18350,17058,2,2,2,16912,16533,15582,12018,11690,11083,4877,4825,4485,17,18,14,11,11,9,6.0,3.0,4.39,27652,58,30326,45,10,2210,2324,1560,57,43
"""06065041806""","""Riverside-San Bernardino-Ontario, CA""",2.00,4856.00,1259.00,394.50,68,84,71,45,56,48,23,28,23,7.74,25.81,2.16,2,2,20837,20640,19348,1,1,1,18682,18302,17354,13196,12868,12261,5479,5427,5087,7,7,5,4,4,3,4.7,2.8,3.19,25308,92,25925,45,12,3029,3019,3042,83,17
"""06065041807""","""Riverside-San Bernardino-Ontario, CA""",2.00,2567.00,716.00,249.76,58,72,61,36,45,39,22,27,22,7.60,22.67,2.12,2,2,19734,19537,18245,1,1,1,18172,17793,16844,12973,12645,12038,5189,5137,4797,11,11,9,7,7,5,4.7,3.1,2.87,27752,100,33476,44,9,2420,2581,1341,75,25
"""06065041808""","""Riverside-San Bernardino-Ontario, CA""",3.00,7373.00,1954.00,766.13,67,84,71,45,56,48,23,28,23,7.25,20.27,2.15,2,2,20093,19896,18604,1,2,1,18438,18059,17109,13139,12811,12204,5283,5232,4892,16,16,13,10,10,8,4.7,2.6,2.55,24751,90,27608,45,12,3006,3114,3083,82,18
"""06065041809""","""Riverside-San Bernardino-Ontario, CA""",4.00,4749.00,1819.00,670.34,48,60,50,27,34,30,21,25,20,5.00,15.48,1.93,2,2,18737,18540,17248,2,2,2,16731,16352,15401,11787,11459,10852,4927,4875,4535,17,18,14,11,11,9,7.1,2.2,2.71,23357,33,38612,46,18,1857,2189,1249,57,43
"""06065041810""","""Riverside-San Bernardino-Ontario, CA""",3.00,5656.00,1614.00,870.46,69,86,73,46,57,49,23,29,24,7.60,14.70,2.21,2,2,20880,20683,19391,1,1,1,19024,18644,17695,13523,13195,12588,5490,5439,5099,10,11,8,7,7,5,3.8,2.1,1.85,22566,99,32488,46,14,3094,3212,1419,87,13
"""06065041812""","""Riverside-San Bernardino-Ontario, CA""",2.00,3145.00,927.00,322.04,56,69,58,33,41,36,23,28,23,7.37,21.55,2.16,2,2,19650,19453,18161,1,1,1,18421,18041,17091,13240,12912,12305,5167,5115,4775,14,14,11,9,9,7,4.9,3.0,2.88,27336,95,40689,45,10,2228,2322,1345,87,13
"""06065041813""","""Riverside-San Bernardino-Ontario, CA""",3.00,7121.00,2103.00,442.04,51,63,53,30,38,33,21,25,21,6.28,30.75,1.97,2,2,18308,18111,16819,2,2,2,16884,16505,15553,12048,11720,11113,4814,4762,4423,22,23,18,14,14,11,6.9,2.4,4.76,25590,56,44861,46,11,2047,2396,1698,57,43
"""06065041904""","""Riverside-San Bernardino-Ontario, CA""",3.00,5038.00,1391.00,955.61,64,80,67,40,50,44,24,29,24,8.10,13.39,2.21,2,2,21922,21725,20433,1,1,1,19273,18894,17945,13499,13171,12564,5764,5712,5373,10,10,8,6,6,5,5.3,1.6,1.46,19020,81,26387,47,14,2726,2799,975,95,5
"""06065041905""","""Riverside-San Bernardino-Ontario, CA""",2.00,2894.00,940.00,199.08,48,59,50,28,35,30,20,24,20,6.36,36.04,1.83,2,2,18598,18401,17109,2,2,2,16103,15723,14772,11193,10865,10258,4890,4838,4499,19,20,16,12,12,10,6.2,1.5,4.72,25209,35,31513,48,10,1902,1964,1920,28,72
"""06065041906""","""Riverside-San Bernardino-Ontario, CA""",4.00,6289.00,1790.00,352.81,49,61,51,28,35,30,21,26,21,7.08,35.90,1.98,2,2,19342,19145,17853,2,2,2,17229,16850,15899,12123,11795,11189,5086,5034,4694,20,21,16,13,13,10,6.3,2.2,5.07,26070,52,31677,47,13,1888,1925,1438,64,36
"""06065041909""","""Riverside-San Bernardino-Ontario, CA""",4.00,5868.00,1556.00,2155.25,60,75,63,37,46,40,24,29,24,8.06,8.17,2.21,2,2,21518,21321,20029,1,1,1,19200,18820,17871,13533,13205,12598,5658,5606,5267,9,9,7,5,6,4,2.9,1.3,0.72,16434,93,24532,46,28,2486,2818,789,79,21
"""06065041910""","""Riverside-San Bernardino-Ontario, CA""",4.00,7643.00,2943.00,2754.07,62,77,65,39,48,42,23,29,23,7.14,9.76,2.14,2,2,22138,21941,20649,1,1,1,18910,18531,17580,13070,12742,12136,5821,5769,5430,19,19,15,17,18,14,4.0,0.8,1.07,12216,73,14039,47,37,2617,2773,1214,63,37
"""06065041912""","""Riverside-San Bernardino-Ontario, CA""",3.00,6313.00,1914.00,1098.68,61,76,64,38,47,41,23,29,23,7.80,23.36,2.14,2,2,22053,21856,20564,0,0,0,18921,18542,17594,13118,12790,12183,5799,5747,5407,5,5,4,3,3,2,3.6,1.1,1.74,19376,70,27093,49,27,2562,2714,1930,74,26
"""06065041913""","""Riverside-San Bernardino-Ontario, CA""",3.00,5046.00,1817.00,1039.33,60,74,63,38,47,41,22,27,22,7.22,15.34,2.03,2,2,20823,20626,19334,1,1,0,17928,17548,16601,12447,12119,11513,5475,5424,5084,5,6,4,3,3,3,5.7,1.4,1.75,21335,52,25200,47,28,2539,2881,2155,55,45
"""06065041914""","""Riverside-San Bernardino-Ontario, CA""",2.00,5965.00,1489.00,4843.62,70,87,74,45,56,48,25,31,25,8.90,9.16,2.30,2,2,23934,23737,22445,0,0,0,20410,20031,19082,14107,13779,13172,6293,6242,5902,10,11,8,10,10,8,1.4,1.9,0.31,9512,94,10206,45,96,3032,3196,1686,85,15
"""06065041915""","""Riverside-San Bernardino-Ontario, CA""",4.00,9023.00,2988.00,12512.20,72,89,76,47,59,51,25,30,25,7.81,13.60,2.26,2,2,23181,22984,21692,0,0,0,19948,19569,18620,13841,13513,12906,6095,6044,5704,12,12,9,11,11,9,0.7,2.0,0.24,12346,86,13021,45,81,3187,3298,2274,86,14
"""06065042003""","""Riverside-San Bernardino-Ontario, CA""",3.00,6776.00,1766.00,2852.76,76,94,80,52,64,56,24,30,24,8.07,5.47,2.24,2,2,22110,21913,20621,1,1,1,19549,19170,18218,13710,13382,12775,5814,5762,5422,25,26,20,23,23,18,2.8,2.3,0.62,12951,79,15083,44,46,3478,3713,1171,89,11
"""06065042004""","""Riverside-San Bernardino-Ontario, CA""",2.00,4733.00,1221.00,1384.47,57,71,60,33,41,35,24,30,25,8.41,7.42,2.28,2,2,22164,21967,20675,1,1,1,19814,19435,18482,13956,13628,13021,5828,5776,5436,30,31,24,27,28,21,2.4,2.3,0.88,14139,99,16906,44,38,2200,2374,,93,7
"""06065042005""","""Riverside-San Bernardino-Ontario, CA""",3.00,5202.00,1430.00,2424.50,70,87,74,46,58,50,24,30,24,7.87,6.64,2.26,2,2,21468,21271,19979,1,1,1,19518,19140,18185,13841,13513,12906,5645,5593,5253,32,33,26,29,30,23,2.5,2.7,0.59,15980,93,18952,43,43,3108,3188,1535,93,7
"""06065042007""","""Riverside-San Bernardino-Ontario, CA""",2.00,5585.00,1972.00,33090.97,70,87,74,44,55,47,26,32,27,8.12,0.49,2.40,2,2,25024,24827,23535,0,0,0,21259,20880,19931,14670,14342,13735,6580,6528,6188,9,10,8,9,9,7,1.6,1.0,0.06,8991,78,11271,49,172,2945,3074,1908,85,15
"""06065042008""","""Riverside-San Bernardino-Ontario, CA""",4.00,8481.00,2291.00,10828.78,71,88,75,46,57,49,25,31,25,8.25,2.77,2.34,2,2,23018,22821,21529,1,1,1,20377,19998,19048,14308,13980,13373,6052,6001,5661,17,18,14,15,15,12,1.6,2.4,0.21,11983,93,14505,45,83,3093,3309,,93,7
"""06065042009""","""Riverside-San Bernardino-Ontario, CA""",4.00,7697.00,1869.00,2923.04,59,73,62,35,44,38,24,29,24,8.04,5.70,2.20,2,2,21611,21414,20122,1,1,1,19154,18775,17820,13437,13109,12502,5683,5631,5291,35,36,28,32,33,25,3.4,3.5,0.64,12904,85,14911,44,33,2371,2502,1545,78,22
"""06065042010""","""Riverside-San Bernardino-Ontario, CA""",4.00,5902.00,1365.00,2711.44,48,59,50,25,32,27,23,28,23,8.08,7.55,2.09,2,2,20899,20702,19410,1,1,1,18298,17919,16964,12764,12436,11829,5495,5444,5104,39,40,31,37,38,30,4.9,4.3,0.50,11190,55,16808,45,27,1715,1834,1388,66,34
"""06065042012""","""Riverside-San Bernardino-Ontario, CA""",4.00,6966.00,1884.00,660.48,59,73,62,38,48,41,21,25,21,6.98,27.18,1.96,2,2,18410,18213,16921,3,3,3,16898,16520,15558,11990,11662,11055,4841,4789,4449,67,69,54,60,62,48,5.1,4.7,2.85,17649,64,23616,42,19,2585,2300,2375,55,45
"""06065042015""","""Riverside-San Bernardino-Ontario, CA""",3.00,5648.00,1592.00,454.89,64,80,68,41,52,45,23,28,23,7.81,31.08,2.18,2,2,20612,20415,19123,2,2,2,18791,18413,17456,13330,13002,12395,5420,5368,5028,41,43,33,37,38,30,3.7,3.8,3.50,15740,100,22703,43,12,2788,2879,2494,89,11
"""06065042016""","""Riverside-San Bernardino-Ontario, CA""",1.00,2342.00,715.00,279.70,58,72,61,35,44,38,23,28,23,7.39,18.88,2.16,2,2,20377,20180,18888,2,2,2,18606,18227,17271,13206,12878,12271,5358,5306,4967,42,43,33,37,38,30,3.8,4.1,2.56,16910,99,20584,43,11,2387,2339,2646,84,16
"""06065042017""","""Riverside-San Bernardino-Ontario, CA""",2.00,3624.00,1018.00,363.07,61,76,64,38,47,41,23,29,24,7.86,22.06,2.20,2,2,21005,20808,19515,2,2,2,19023,18644,17688,13459,13131,12525,5523,5471,5132,41,42,32,36,37,29,3.3,2.7,2.80,16459,98,18659,43,16,2544,2621,1373,90,10
"""06065042018""","""Riverside-San Bernardino-Ontario, CA""",3.00,6453.00,1770.00,595.71,65,80,68,42,52,45,23,28,23,7.53,26.22,2.13,2,2,20298,20101,18809,2,2,2,18412,18033,17075,13024,12696,12089,5337,5285,4946,50,52,40,45,46,36,3.4,3.0,2.97,17444,100,19978,43,15,2831,2787,2937,76,24
"""06065042206""","""Riverside-San Bernardino-Ontario, CA""",4.00,5717.00,2512.00,691.62,51,63,53,31,39,33,20,24,19,5.59,21.40,1.83,2,2,17781,17584,16292,3,3,3,15951,15573,14611,11210,10882,10275,4675,4624,4284,66,68,53,59,61,47,6.8,2.8,3.63,20701,31,32640,44,19,2086,2225,1959,33,67
"""06065042207""","""Riverside-San Bernardino-Ontario, CA""",2.00,2720.00,1173.00,614.94,64,79,67,42,52,45,22,27,22,5.90,11.23,2.09,2,2,19396,19199,17907,2,2,2,17962,17584,16626,12815,12487,11880,5100,5048,4709,47,48,37,42,43,33,3.7,4.2,1.91,19942,78,27427,42,48,2824,3096,2329,70,30
