tract,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""06037221302""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3681.00,1160.00,114.20,34,41,38,21,26,24,13,15,14,3.27,33.26,1.43,1,1,9653,9456,8607,14,14,13,11817,11009,10349,9186,8428,8006,2526,2473,2251,105,107,92,529,541,461,9.7,9.1,10.16,120271,13,146550,39,5,1524,1980,1338,10,90
"""06037221303""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2611.00,725.00,57.81,33,40,37,20,25,23,13,15,13,3.54,44.44,1.39,1,1,9325,9128,8279,14,14,14,11458,10663,10003,8910,8165,7743,2440,2388,2165,108,111,94,544,557,474,9.7,9.2,12.54,127428,12,158064,39,5,1469,2317,1219,11,89
"""06037221304""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3674.00,1157.00,56.15,34,41,38,21,26,25,13,15,13,3.12,70.51,1.38,1,1,9682,9485,8636,15,15,14,11532,10738,10077,8884,8141,7719,2534,2481,2259,114,116,99,573,586,500,9.7,9.1,20.60,121770,3,155277,39,8,1546,1219,1452,10,90
"""06037221401""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3341.00,1182.00,134.01,33,40,37,19,24,22,14,16,15,2.70,23.84,1.52,1,1,10269,10072,9223,12,12,12,12513,11679,11021,9735,8951,8529,2687,2634,2412,91,94,80,460,471,401,9.6,9.0,8.82,112287,17,127871,39,9,1397,1730,1355,13,87
"""06037221402""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3063.00,935.00,131.54,42,51,48,28,35,33,14,17,15,1.95,16.79,1.53,1,1,10360,10163,9314,12,12,11,12655,11815,11158,9856,9066,8645,2711,2658,2436,89,91,77,446,457,389,9.6,9.1,7.11,118228,21,140052,39,8,2071,3844,1412,27,73
"""06037221500""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3513.00,1089.00,94.08,34,42,39,20,25,24,14,16,15,3.40,37.43,1.51,1,1,10200,10003,9154,12,13,12,12467,11634,10976,9702,8919,8498,2669,2616,2394,96,98,84,484,495,422,9.6,9.1,11.58,115872,18,136221,39,8,1506,1420,1095,21,79
"""06037221601""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3354.00,990.00,91.40,36,44,41,22,28,26,14,16,15,3.93,44.35,1.52,1,1,9988,9791,8942,11,11,11,12480,11644,10987,9782,8996,8574,2614,2561,2339,85,87,74,428,438,373,9.6,9.2,10.83,116882,29,149467,39,6,1650,3454,1207,20,80
"""06037221602""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2455.00,864.00,129.19,31,38,35,18,22,21,13,15,14,3.44,24.66,1.43,1,1,9507,9310,8461,12,12,12,11756,10948,10290,9177,8419,7998,2488,2435,2213,91,93,80,459,470,400,9.7,9.3,6.69,123522,15,170387,38,8,1322,1964,1258,8,92
"""06037221710""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2890.00,921.00,81.05,36,43,40,22,28,26,13,16,14,3.30,37.64,1.46,1,1,9635,9438,8589,12,12,12,11975,11159,10501,9362,8596,8174,2521,2469,2246,93,95,81,467,478,407,9.6,9.2,11.36,116750,19,168070,38,6,1639,2731,1444,15,85
"""06037221810""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2679.00,907.00,75.20,36,44,41,23,28,27,14,16,14,3.08,42.64,1.47,1,1,9835,9638,8789,13,13,12,12086,11267,10608,9415,8646,8225,2574,2521,2299,97,100,85,490,501,427,9.6,9.2,12.06,111950,16,148621,39,10,1675,1517,1600,5,95
"""06037221820""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2335.00,967.00,50.47,34,41,38,21,26,25,13,15,13,1.60,30.63,1.38,1,1,9422,9225,8376,21,21,20,11504,10711,10043,8878,8134,7713,2465,2413,2191,160,164,140,807,824,705,9.6,9.2,19.16,112596,9,160036,39,9,1546,,1640,6,94
"""06037221900""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,4281.00,948.00,101.32,31,38,35,17,22,21,13,16,14,2.39,21.90,1.45,1,1,9646,9449,8600,19,20,19,12014,11199,10533,9342,8577,8155,2524,2472,2249,148,151,129,745,760,650,9.6,9.1,9.36,107659,20,142970,39,6,1297,,1372,6,94
"""06037222001""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3139.00,950.00,117.20,46,57,53,30,38,36,16,19,17,4.50,37.57,1.78,2,2,11788,11591,10742,11,12,11,14576,13663,13006,11403,10542,10120,3084,3032,2810,88,90,77,442,453,385,9.4,9.0,8.11,107522,65,117134,39,6,2231,2948,1410,54,46
"""06037222002""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,5172.00,1409.00,162.03,46,56,53,30,38,36,16,18,17,4.36,38.79,1.71,2,2,11270,11073,10224,16,16,16,14080,13187,12524,11008,10164,9743,2949,2896,2674,123,126,108,621,635,541,9.4,9.0,8.70,103798,58,108717,39,5,2253,2456,1497,43,57
"""06037222100""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4058.00,1175.00,118.35,41,50,46,26,33,31,14,17,15,3.99,47.49,1.55,1,1,10320,10123,9273,18,18,17,12772,11929,11265,9935,9142,8720,2700,2648,2426,136,139,119,687,702,599,9.5,9.1,9.93,109077,26,128014,39,5,1964,2606,1463,31,69
"""06037222200""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3895.00,1291.00,119.07,35,43,40,21,27,25,14,16,15,3.36,36.48,1.54,1,1,10074,9877,9028,12,12,11,12597,11756,11099,9872,9082,8660,2636,2583,2361,89,91,78,450,460,391,9.6,9.1,10.84,112266,27,131957,39,5,1581,1457,1504,20,80
"""06037222500""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4616.00,1177.00,161.23,41,50,46,25,32,30,16,18,16,4.69,34.62,1.70,2,2,11124,10927,10078,16,17,16,13935,13047,12384,10898,10060,9639,2911,2858,2636,126,129,110,633,647,552,9.4,9.1,7.30,104904,52,114803,39,8,1871,1794,1719,37,63
"""06037222600""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,5668.00,1679.00,161.10,34,42,39,20,25,24,14,17,15,3.35,35.91,1.53,1,1,10036,9839,8989,19,19,18,12611,11772,11108,9842,9054,8632,2626,2573,2351,142,146,124,717,732,625,9.5,9.1,10.42,104951,27,123671,39,6,1500,1442,1517,15,85
"""06037222700""","""Los Angeles-Long Beach-Anaheim, CA""",1.00,4094.00,151.00,203.09,39,48,45,26,32,30,14,16,14,,,1.47,1,1,9882,9685,8836,18,18,18,12175,11355,10691,9450,8680,8258,2586,2533,2311,139,142,122,701,717,612,9.6,9.0,0.74,103224,3,132985,39,7,1903,,1903,0,100
"""06037224010""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3137.00,1710.00,205.20,31,38,35,20,24,23,12,14,12,1.66,15.33,1.27,1,1,8274,8077,7228,21,21,20,10484,9725,9058,8161,7451,7029,2165,2113,1890,158,162,138,797,814,696,9.7,9.3,8.33,120878,1,274297,38,4,1455,,1455,0,100
"""06037224020""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2633.00,914.00,304.52,29,35,32,16,20,19,13,15,13,2.65,9.74,1.39,1,1,9154,8957,8108,18,19,18,11449,10655,9990,8914,8169,7747,2395,2343,2121,140,143,122,705,720,614,9.6,9.1,3.00,109424,10,217451,39,5,1177,,1212,3,97
"""06037224200""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2429.00,750.00,90.98,31,38,35,19,23,22,12,14,13,3.01,29.58,1.34,1,1,8520,8323,7473,17,17,17,10972,10191,9528,8611,7880,7459,2229,2177,1955,132,134,115,662,676,577,9.7,9.4,8.24,132726,20,257785,38,6,1393,2923,1261,8,92
"""06037224310""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,1964.00,584.00,44.67,27,32,30,15,18,17,12,14,12,3.04,47.49,1.32,1,1,8538,8341,7492,14,14,13,10792,10018,9358,8452,7728,7307,2234,2182,1960,106,108,92,531,543,463,9.7,9.4,13.07,133365,7,217343,38,4,1090,,1150,5,95
"""06037224320""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3300.00,1107.00,71.85,26,32,29,14,18,17,12,14,12,2.61,40.46,1.32,1,1,8489,8292,7442,13,14,13,10818,10043,9383,8495,7769,7348,2221,2169,1947,102,104,89,513,525,447,9.7,9.4,15.41,132305,10,230786,38,5,1047,,1067,2,98
"""06037224410""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3029.00,1109.00,112.01,33,41,38,20,25,24,13,15,14,2.70,27.14,1.43,1,1,9404,9207,8358,18,18,18,11768,10961,10297,9169,8412,7990,2461,2408,2186,139,142,121,698,713,609,9.6,9.2,9.90,115827,20,187451,38,5,1503,2308,1321,18,82
"""06037224420""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2449.00,878.00,88.63,24,29,27,12,15,14,13,15,13,2.25,24.38,1.36,1,1,9111,8914,8065,20,20,19,11257,10472,9805,8721,7985,7564,2384,2332,2110,151,155,132,762,779,665,9.6,9.2,9.91,113360,6,195552,39,6,873,,937,6,94
"""06037224600""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3037.00,772.00,177.65,32,39,36,18,22,21,14,16,14,3.88,22.90,1.49,1,1,10061,9864,9014,16,17,16,12359,11532,10869,9600,8823,8401,2632,2580,2358,126,129,110,636,651,555,9.6,9.0,4.35,100499,15,158922,39,7,1329,1249,1204,13,87
"""06037224701""","""Los Angeles-Long Beach-Anaheim, CA""",1.00,2613.00,333.00,58.19,45,55,51,32,40,37,13,15,14,2.34,13.39,1.41,1,1,9630,9433,8584,19,19,19,11739,10937,10272,9074,8321,7900,2520,2467,2245,146,149,127,733,748,639,9.6,9.2,5.72,109818,9,168927,39,12,2346,,2375,1,99
"""06037224702""","""Los Angeles-Long Beach-Anaheim, CA""",1.00,2646.00,714.00,97.75,38,47,43,25,32,30,13,15,13,1.61,11.75,1.37,1,1,9224,9027,8178,20,21,20,11356,10568,9901,8787,8048,7626,2414,2361,2139,155,159,136,782,798,682,9.6,9.1,7.30,105604,2,156570,39,4,1890,,1890,0,100
"""06037226001""","""Los Angeles-Long Beach-Anaheim, CA""",1.00,2188.00,577.00,255.70,33,40,37,19,23,22,14,17,15,3.98,8.97,1.55,2,1,10243,10046,9196,12,12,12,12749,11904,11246,9977,9182,8761,2680,2628,2405,92,94,80,463,474,404,9.5,8.9,2.26,91428,38,190034,40,4,1375,2170,1262,12,88
"""06037226002""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,1960.00,1194.00,634.65,36,44,41,23,29,28,13,15,13,1.36,3.23,1.37,1,1,9169,8972,8123,14,15,14,11289,10501,9840,8780,8041,7620,2399,2347,2125,110,113,96,555,567,483,9.6,9.3,1.88,103626,1,278035,39,5,1731,1934,1648,11,89
"""06037226410""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3579.00,843.00,69.80,33,40,37,19,24,23,14,16,14,4.13,52.23,1.49,1,1,9789,9592,8743,16,16,16,12237,11412,10750,9554,8779,8357,2561,2509,2287,122,125,106,613,627,535,9.5,9.0,12.08,99396,28,188830,39,5,1420,2210,1300,13,87
"""06037226420""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,5306.00,1303.00,105.50,31,38,35,17,21,20,14,17,15,4.17,52.85,1.54,1,1,10285,10088,9238,15,15,14,12670,11831,11170,9866,9076,8654,2691,2638,2416,114,116,99,572,585,499,9.5,8.9,12.35,93327,30,177438,40,5,1249,854,1266,19,81
"""06037226701""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2846.00,622.00,92.94,34,41,38,18,22,21,16,18,17,5.21,40.13,1.71,2,2,11220,11023,10173,9,10,9,13960,13068,12414,10951,10111,9689,2936,2883,2661,73,75,63,366,375,319,9.4,8.9,6.69,94869,53,148755,40,5,1336,1109,1428,33,67
"""06037226702""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,4285.00,872.00,100.48,37,45,42,22,27,26,15,18,16,2.68,22.62,1.68,2,2,11266,11069,10220,13,13,12,13803,12921,12263,10758,9926,9505,2948,2895,2673,98,100,85,492,504,429,9.4,8.8,8.68,92496,47,152345,40,6,1624,2055,1368,37,63
"""06037227010""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4550.00,1092.00,143.12,32,38,36,17,21,20,15,17,15,4.16,44.61,1.57,2,1,10875,10678,9829,12,12,12,13022,12172,11514,10084,9284,8862,2846,2793,2571,93,95,81,467,478,407,9.4,8.7,7.63,85966,32,162400,40,7,1266,817,1457,18,82
"""06037227020""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3529.00,766.00,108.76,40,48,45,24,30,29,16,18,16,5.16,45.74,1.68,2,2,11383,11186,10337,11,12,11,13828,12946,12289,10762,9930,9509,2979,2926,2704,88,90,76,442,452,385,9.3,8.7,7.04,87312,52,147522,40,7,1800,2364,1574,28,72
"""06037228100""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,5158.00,1182.00,247.93,35,43,40,19,24,23,16,19,17,2.34,31.47,1.73,2,2,12114,11917,11068,11,12,11,14350,13452,12795,11091,10244,9823,3170,3117,2895,89,91,77,446,457,389,9.3,8.3,4.77,80354,42,118350,40,8,1433,1849,1145,42,58
"""06037228210""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,4119.00,1001.00,101.57,37,45,41,21,26,25,16,19,17,4.69,46.42,1.71,2,2,11655,11458,10608,13,13,12,14103,13211,12553,10956,10116,9694,3050,2997,2775,96,99,84,485,497,423,9.3,8.6,9.86,87293,49,126097,40,8,1545,1891,1401,31,69
"""06037228220""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4584.00,973.00,90.49,40,49,46,24,31,29,16,18,17,5.01,55.98,1.70,2,2,11500,11303,10453,13,14,13,14044,13154,12494,10931,10091,9670,3009,2956,2734,104,106,90,522,534,454,9.3,8.5,10.75,85371,52,116184,40,6,1817,2253,1651,28,72
"""06037228310""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4506.00,1085.00,135.00,36,43,40,20,25,24,15,18,16,4.37,38.19,1.69,2,2,11136,10939,10089,9,9,9,13805,12919,12265,10823,9988,9567,2914,2861,2639,68,70,59,344,352,299,9.4,8.7,8.04,92390,40,129765,40,6,1494,2189,1269,24,76
"""06037228320""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3351.00,740.00,83.28,32,38,35,16,20,19,16,19,17,4.73,42.56,1.73,2,2,11265,11068,10219,9,10,9,14106,13209,12554,11086,10239,9818,2948,2895,2673,72,74,63,365,374,317,9.3,8.7,8.89,92747,51,118511,40,8,1170,,1406,17,83
"""06037228410""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3372.00,716.00,68.62,39,48,44,24,30,28,15,18,16,4.81,50.16,1.67,2,2,10886,10689,9839,12,12,11,13689,12807,12150,10751,9920,9498,2848,2796,2574,89,91,78,449,460,391,9.4,8.8,10.43,95819,56,132726,40,5,1764,2691,1547,17,83
"""06037228420""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3165.00,667.00,68.55,38,46,43,22,28,26,16,19,17,5.53,58.57,1.74,2,2,11238,11041,10192,9,9,9,14171,13270,12615,11161,10311,9889,2941,2888,2666,70,71,61,351,359,305,9.4,8.8,9.73,95939,56,120047,39,6,1644,2300,1438,25,75
"""06037228500""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,5069.00,1157.00,110.92,37,45,42,21,26,25,16,19,17,4.34,46.31,1.75,2,2,11184,10987,10138,10,10,9,14208,13305,12649,11207,10354,9933,2926,2874,2652,75,76,65,376,385,327,9.4,8.7,10.43,94631,55,111812,40,5,1567,1816,1477,24,76
"""06037228600""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,5006.00,1079.00,130.22,42,51,48,26,32,30,16,19,17,4.99,47.22,1.76,2,2,11570,11373,10523,9,9,9,14420,13511,12856,11322,10464,10042,3027,2975,2752,71,72,62,356,365,310,9.3,8.6,8.29,91516,52,113069,40,7,1905,2782,1604,26,74
"""06037228710""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,4147.00,1045.00,100.03,39,48,45,23,29,27,16,19,17,4.92,51.64,1.76,2,2,11966,11769,10919,13,14,13,14520,13613,12954,11285,10429,10007,3131,3078,2856,104,106,90,523,534,455,9.2,8.4,10.45,86727,53,106867,40,10,1717,2081,1521,31,69
"""06037228720""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4800.00,1126.00,99.87,38,46,43,22,28,26,16,19,17,4.84,58.34,1.72,2,2,11635,11438,10589,13,14,13,14191,13296,12636,11044,10199,9777,3045,2992,2770,103,105,89,516,528,449,9.3,8.3,11.27,83712,51,105400,40,5,1639,1754,1490,31,69
"""06037228800""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,5347.00,1278.00,208.68,39,48,44,23,29,28,16,19,17,5.13,43.58,1.70,2,2,11838,11641,10792,13,13,12,14087,13198,12540,10891,10053,9632,3098,3045,2823,98,100,85,493,504,429,9.3,8.1,6.12,80031,34,106014,40,6,1724,1881,1372,37,63
"""06037228900""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2967.00,874.00,127.39,34,41,38,19,23,22,15,18,16,3.69,26.77,1.63,2,2,11201,11004,10155,14,14,14,13530,12661,12001,10492,9673,9252,2931,2878,2656,107,110,93,539,552,470,9.4,7.9,6.86,80646,33,100645,41,4,1389,1924,1066,17,83
"""06037229100""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,4635.00,1097.00,117.39,46,56,52,29,36,34,17,20,18,5.23,50.05,1.82,2,2,12332,12135,11286,13,14,13,15007,14082,13422,11676,10801,10380,3227,3174,2952,104,106,90,523,535,455,9.1,8.1,9.35,84964,64,97883,40,6,2151,2796,1672,43,57
"""06037229200""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,4427.00,1204.00,110.13,35,43,40,19,24,23,16,18,17,4.48,50.63,1.71,2,2,11203,11006,10157,10,10,10,13977,13085,12430,10969,10128,9706,2931,2879,2657,77,78,67,385,395,335,9.4,8.4,10.93,90160,35,102016,40,8,1443,754,1373,16,84
"""06037229300""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,5973.00,1381.00,124.15,36,44,41,21,26,24,16,19,17,4.63,54.83,1.74,2,2,11195,10998,10149,10,10,10,14156,13256,12600,11150,10300,9879,2929,2877,2655,77,78,67,385,394,335,9.3,8.6,11.12,93803,41,102776,40,6,1525,2240,1368,26,74
"""06037229410""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3932.00,835.00,134.04,41,50,46,25,31,29,16,19,17,5.08,34.06,1.76,2,2,11422,11225,10376,10,10,10,14398,13489,12833,11331,10473,10051,2989,2936,2714,78,80,68,392,402,342,9.3,8.5,6.23,92089,41,94324,40,7,1831,2915,1547,21,79
"""06037229420""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,4320.00,1031.00,144.35,39,48,44,22,28,26,17,20,18,5.02,36.02,1.83,2,2,12055,11858,11009,9,9,9,14960,14032,13377,11734,10857,10435,3154,3102,2880,71,73,62,359,367,312,9.2,8.4,7.14,89666,53,96339,40,10,1652,2184,1381,30,70
"""06037231100""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3809.00,687.00,220.93,29,35,32,15,18,17,14,17,15,3.72,15.28,1.53,1,1,10111,9914,9065,17,17,17,12622,11784,11120,9845,9056,8634,2646,2593,2371,132,135,115,663,677,578,9.5,8.9,3.11,99001,22,133018,39,5,1085,,1207,10,90
"""06037231210""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,4279.00,1184.00,79.24,33,40,37,18,23,22,15,17,15,3.88,58.22,1.57,2,1,10308,10111,9262,20,20,19,12943,12094,11427,10096,9295,8873,2697,2645,2423,151,154,131,758,774,661,9.4,9.0,14.94,101059,30,109976,39,11,1366,1502,1331,8,92
"""06037231220""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,4353.00,1393.00,238.50,28,34,31,14,18,17,14,16,15,2.72,41.67,1.50,1,1,9903,9706,8856,21,21,20,12404,11575,10907,9651,8872,8450,2591,2539,2316,161,164,140,810,827,707,9.5,9.0,5.84,101948,17,119276,39,8,1051,,1143,8,92
"""06037231301""","""Los Angeles-Long Beach-Anaheim, CA""",1.00,2479.00,788.00,57.80,44,53,50,28,35,33,15,18,16,3.96,54.04,1.68,2,2,10970,10773,9924,17,18,17,13765,12883,12220,10760,9928,9507,2870,2818,2596,134,137,117,676,691,590,9.4,8.9,13.63,100612,43,106020,39,7,2093,3008,1634,33,67
"""06037231302""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,3117.00,820.00,104.65,43,53,49,28,35,33,15,18,16,4.42,48.23,1.68,2,2,10888,10691,9842,19,19,18,13758,12877,12211,10765,9933,9511,2849,2796,2574,145,148,126,727,743,635,9.5,9.0,7.84,99977,37,102758,39,4,2072,3083,1044,41,59
"""06037231400""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,5195.00,1517.00,153.46,41,50,47,26,32,30,15,18,16,2.73,27.31,1.68,2,2,10893,10696,9847,18,19,18,13752,12871,12206,10761,9930,9508,2850,2798,2576,140,143,122,706,721,616,9.4,8.9,9.89,99629,43,100297,39,5,1905,2979,1427,34,66
"""06037231500""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,5135.00,1486.00,227.14,46,56,52,28,36,34,18,21,19,3.15,18.93,1.90,2,2,12603,12406,11556,13,14,13,15617,14667,14008,12218,11318,10897,3298,3245,3023,102,104,89,512,524,446,9.3,8.9,6.54,96865,71,94980,39,6,2116,2438,1475,66,34
"""06037231601""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2448.00,738.00,78.92,40,49,46,25,31,29,16,18,17,2.66,24.04,1.70,2,2,11222,11025,10176,16,16,15,13996,13106,12444,10940,10100,9678,2936,2884,2662,120,123,105,603,617,526,9.4,8.9,9.35,98537,38,99320,39,6,1823,2811,1389,35,65
"""06037231602""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2048.00,630.00,77.84,47,57,54,31,38,36,16,19,17,4.59,38.49,1.78,2,2,11518,11321,10472,14,14,14,14547,13634,12974,11424,10562,10140,3014,2961,2739,109,111,95,549,561,478,9.4,9.0,8.09,98405,57,101000,39,5,2278,2928,1759,44,56
"""06037231603""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2788.00,745.00,79.14,38,46,42,22,28,27,15,18,16,3.88,37.78,1.64,2,2,10594,10397,9548,16,17,16,13457,12585,11923,10559,9737,9315,2772,2720,2497,126,129,110,635,649,554,9.4,8.9,9.41,98418,32,103652,39,6,1666,1677,1553,19,81
"""06037231710""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4303.00,1171.00,80.01,31,38,35,17,21,20,14,16,15,3.87,56.87,1.50,1,1,9976,9779,8930,19,20,19,12425,11595,10929,9664,8884,8463,2610,2558,2336,150,153,131,755,771,659,9.5,8.9,14.64,98447,6,106948,39,5,1270,,1365,7,93
"""06037231720""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,5257.00,1464.00,116.69,33,39,37,18,22,21,15,17,16,4.03,63.07,1.60,2,1,10593,10396,9547,20,20,19,13215,12356,11690,10293,9483,9062,2772,2719,2497,150,154,131,757,773,660,9.5,8.9,12.55,98404,23,111531,39,8,1314,1490,1164,21,79
"""06037231800""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,5258.00,1431.00,128.56,36,43,40,20,26,24,15,18,16,4.12,50.40,1.67,2,2,10771,10574,9725,12,13,12,13630,12750,12092,10716,9886,9465,2818,2766,2544,95,98,83,480,491,418,9.4,8.8,11.13,96926,41,115291,39,8,1520,1941,1429,13,87
"""06037231901""","""Los Angeles-Long Beach-Anaheim, CA""",1.00,2867.00,737.00,60.48,41,50,47,25,31,29,16,19,17,5.13,62.46,1.77,2,2,11522,11325,10476,11,11,10,14437,13527,12871,11340,10481,10060,3015,2962,2740,82,84,71,412,422,359,9.4,8.7,12.19,95056,34,101446,39,10,1841,2292,1606,34,66
"""06037231902""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3255.00,790.00,80.08,41,50,46,25,31,30,16,18,17,4.13,43.39,1.71,2,2,11089,10892,10042,11,12,11,13986,13093,12436,10998,10155,9733,2901,2849,2627,87,89,76,438,448,381,9.4,8.8,9.86,95499,30,103242,39,7,1859,3195,1276,29,71
"""06037232110""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3378.00,824.00,93.91,36,44,41,20,25,24,16,19,17,4.47,39.24,1.76,2,2,11242,11045,10196,11,11,11,14311,13404,12747,11286,10430,10008,2942,2889,2667,83,85,72,417,427,363,9.3,8.7,8.77,96508,46,96732,39,7,1497,2250,1238,25,75
"""06037232120""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,5308.00,1469.00,128.96,34,41,38,18,22,21,16,18,17,4.03,47.02,1.73,2,2,11022,10825,9976,11,11,11,14055,13157,12500,11085,10238,9816,2884,2831,2609,86,88,75,432,442,376,9.4,8.8,11.39,96286,43,101042,39,7,1330,1082,1416,22,78
"""06037232200""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,3638.00,861.00,129.22,43,52,48,26,32,31,17,19,17,2.88,21.02,1.81,2,2,11596,11399,10550,10,11,10,14726,13804,13148,11612,10740,10319,3034,2981,2759,80,82,70,402,412,350,9.4,8.8,6.66,96850,49,95677,39,5,1930,2601,1357,46,54
"""06037232300""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4992.00,1198.00,155.37,43,53,49,26,33,31,17,20,18,5.26,41.35,1.87,2,2,12053,11856,11007,9,10,9,15250,14308,13653,12023,11132,10711,3154,3101,2879,73,75,64,368,377,320,9.3,8.7,7.71,95596,55,92509,39,5,1953,2485,1096,57,43
"""06037232401""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,3968.00,1104.00,140.77,43,53,49,26,33,31,17,20,18,4.49,35.89,1.84,2,2,11950,11753,10903,10,10,10,15029,14096,13441,11824,10942,10521,3127,3074,2852,78,80,68,393,403,342,9.3,8.7,7.84,94642,58,90938,39,6,1945,1788,1755,45,55
"""06037232402""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3095.00,963.00,134.24,39,48,44,22,27,26,18,21,19,3.06,23.85,1.90,2,2,12638,12441,11592,9,9,9,15598,14647,13993,12223,11323,10901,3307,3254,3032,68,70,60,345,353,300,9.2,8.7,7.17,93067,61,88871,39,10,1617,2122,949,56,44
"""06037232500""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,4736.00,1506.00,189.70,43,53,49,27,33,32,17,19,17,3.75,33.20,1.80,2,2,11827,11630,10780,11,12,11,14722,13803,13146,11540,10672,10250,3095,3042,2820,88,90,76,441,451,384,9.3,8.6,7.94,91242,40,84978,39,7,1987,2355,1761,41,59
